account.description,account.html_url,account.id,account.label,account.name,account.taxonomy,admin_or_capital,amount,budget_holder,category_description,claim_number,contract_number,cost_centre,dataset.category,dataset.currency,dataset.default_time,dataset.description,dataset.html_url,dataset.label,dataset.name,dataset.schema_version,dataset.serp_teaser,dataset.serp_title,dataset.timestamps.created,dataset.timestamps.last_modified,department_family.html_url,department_family.id,department_family.label,department_family.name,department_family.original_name,department_family.taxonomy,description,document_date,document_number,document_value,expenditure_type,expense_area.html_url,expense_area.id,expense_area.label,expense_area.name,expense_area.taxonomy,expense_type.html_url,expense_type.id,expense_type.label,expense_type.name,expense_type.taxonomy,flag_grant,flag_sme,flag_soletrader,flag_vcs,from.html_url,from.id,from.label,from.name,from.taxonomy,html_url,id,invoice_number,invoice_source,maintainer,programme.html_url,programme.id,programme.label,programme.name,programme.taxonomy,project_code,publisher.html_url,publisher.id,publisher.label,publisher.name,publisher.taxonomy,purchase_type,sector.html_url,sector.id,sector.label,sector.name,sector.taxonomy,source.format,source.html_url,source.id,source.label,source.name,source.taxonomy,source.uri,source_dataset.html_url,source_dataset.id,source_dataset.label,source_dataset.name,source_dataset.taxonomy,subcategory_description,tax_value,time.day,time.html_url,time.id,time.label,time.month,time.name,time.quarter,time.taxonomy,time.week,time.year,time.yearmonth,to.html_url,to.id,to.label,to.name,to.opencorporates_uri,to.original_name,to.post_code,to.taxonomy,to.type,to.vat,to.vendor_number,transaction,unique_id,vendor.html_url,vendor.id,vendor.label,vendor.name,vendor.taxonomy
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),38163466,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/local-gov-reg-lg-del-ame-rfr2,1261,"Local Gov & Reg(LG DEL,AME, RfR2)",local-gov-reg-lg-del-ame-rfr2,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-outturn-receipts,1086,NNDR Outturn Receipts,nndr-outturn-receipts,expense_type,(Empty),(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/98f1cde5cd0ff15b9aa1725733fd04d16711320f,98f1cde5cd0ff15b9aa1725733fd04d16711320f,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/ec75213b-24a2-4bc0-9f13-44a4f3aef3ec,240,(Empty),ec75213b-24a2-4bc0-9f13-44a4f3aef3ec,source,http://www.communities.gov.uk/documents/corporate/xls/1773609.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-spending-data,54,Communities and Local Government group spending data,communities-and-local-government-group-spending-data,source_dataset,(Empty),(Empty),10,https://openspending.org/ukgov-25k-spending/time/2010-09-10,88,10. September 2010,9,2010-09-10,2,time,36,2010,201009,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100194827,05265157a37a2228cf8ad1cf48391080ba60d9cbcb80131a9dbe5619453b6569,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),1883461109,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/nndr-payover-non-rfr,1101,NNDR PAYOVER (NON RfR),nndr-payover-non-rfr,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-billing-authorities-receipts,999,NNDR Billing Authorities Receipts,nndr-billing-authorities-receipts,expense_type,(Empty),(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/a1854b92dac5e4f6b84b9c8716103b551b5147a8,a1854b92dac5e4f6b84b9c8716103b551b5147a8,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,236,(Empty),bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,source,http://www.communities.gov.uk/documents/corporate/xls/1728510.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-historic-spending-data,53,Communities and Local Government group historic spending data,communities-and-local-government-group-historic-spending-data,source_dataset,(Empty),(Empty),11,https://openspending.org/ukgov-25k-spending/time/2009-11-11,1005,11. November 2009,11,2009-11-11,2,time,45,2009,200911,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100179605,6a800bec55232793dc033d0f48164ab561c94ac57027b6af73e5b2f36bdadb48,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),1908687647,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/nndr-payover-non-rfr,1101,NNDR PAYOVER (NON RfR),nndr-payover-non-rfr,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-billing-authorities-receipts,999,NNDR Billing Authorities Receipts,nndr-billing-authorities-receipts,expense_type,(Empty),(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/9ce4284491d216c34097766312c6b17ec73b87ca,9ce4284491d216c34097766312c6b17ec73b87ca,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,236,(Empty),bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,source,http://www.communities.gov.uk/documents/corporate/xls/1728510.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-historic-spending-data,53,Communities and Local Government group historic spending data,communities-and-local-government-group-historic-spending-data,source_dataset,(Empty),(Empty),10,https://openspending.org/ukgov-25k-spending/time/2010-02-10,1067,10. February 2010,2,2010-02-10,0,time,6,2010,201002,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100184205,b07ecf83bf5971137cef6b5f6afa6c5650400f73e38c4544bf535f48c0c2a6ab,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),118055370,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/local-gov-reg-lg-del-ame-rfr2,1261,"Local Gov & Reg(LG DEL,AME, RfR2)",local-gov-reg-lg-del-ame-rfr2,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-central-list-receipts,1009,NNDR Central List Receipts,nndr-central-list-receipts,expense_type,(Empty),(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/8fe0066ea5c9d924fccec3398fa201f8baf2b64c,8fe0066ea5c9d924fccec3398fa201f8baf2b64c,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/b5aacf13-b48e-44e6-b187-94108b12dadb,238,(Empty),b5aacf13-b48e-44e6-b187-94108b12dadb,source,http://www.communities.gov.uk/documents/corporate/xls/1773324.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-spending-data,54,Communities and Local Government group spending data,communities-and-local-government-group-spending-data,source_dataset,(Empty),(Empty),12,https://openspending.org/ukgov-25k-spending/time/2010-07-12,55,12. July 2010,7,2010-07-12,1,time,28,2010,201007,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100192753,d0eb0350ac78ce8260d789908edeb3a689a6c201c411e49dfcc395404ec042ba,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),1925647160,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/nndr-payover-non-rfr,1101,NNDR PAYOVER (NON RfR),nndr-payover-non-rfr,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-billing-authorities-receipts,999,NNDR Billing Authorities Receipts,nndr-billing-authorities-receipts,expense_type,(Empty),(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/8c979d4a2d1be97fe5282975d4c3ca897d935089,8c979d4a2d1be97fe5282975d4c3ca897d935089,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,236,(Empty),bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,source,http://www.communities.gov.uk/documents/corporate/xls/1728510.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-historic-spending-data,53,Communities and Local Government group historic spending data,communities-and-local-government-group-historic-spending-data,source_dataset,(Empty),(Empty),10,https://openspending.org/ukgov-25k-spending/time/2009-09-10,961,10. September 2009,9,2009-09-10,2,time,36,2009,200909,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100176093,ab11b3a5b20c9cf2cffaf8f1040dea77b1f1a90e444a90bbd2274420443c65f3,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),1420096898,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/treasury,1269,Treasury,treasury,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-billing-authorities-receipts,999,NNDR Billing Authorities Receipts,nndr-billing-authorities-receipts,expense_type,Yes,(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/89c380c2593850b990a2218671f178e0ff515c9c,89c380c2593850b990a2218671f178e0ff515c9c,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,XLS,https://openspending.org/ukgov-25k-spending/source/3a26cd9f-359e-435f-a2aa-aecec7309d65,277,(Empty),3a26cd9f-359e-435f-a2aa-aecec7309d65,source,http://www.communities.gov.uk/documents/corporate/xls/1934338.xls,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-spending-data,54,Communities and Local Government group spending data,communities-and-local-government-group-spending-data,source_dataset,(Empty),(Empty),11,https://openspending.org/ukgov-25k-spending/time/2011-05-11,224,11. May 2011,5,2011-05-11,1,time,19,2011,201105,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100203532,2c95d7c111a1e4f5a913fd9f46085413e8d64df7e6fcaaf479a8a04630364971,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),5591934,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,NNDR Payover Dec 11 - Outturn Receipts,(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/treasury,1269,Treasury,treasury,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-outturn-receipts,1086,NNDR Outturn Receipts,nndr-outturn-receipts,expense_type,Yes,(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/6f0b82b76a3063a94a6cbb04b88d0d56a58d721e,6f0b82b76a3063a94a6cbb04b88d0d56a58d721e,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,XLS,https://openspending.org/ukgov-25k-spending/source/54c768da-a46f-48ad-8bf5-93809dce4057,291,(Empty),54c768da-a46f-48ad-8bf5-93809dce4057,source,http://www.communities.gov.uk/documents/corporate/xls/20804701.xls,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-spending-data,54,Communities and Local Government group spending data,communities-and-local-government-group-spending-data,source_dataset,(Empty),(Empty),12,https://openspending.org/ukgov-25k-spending/time/2011-12-12,334,12. December 2011,12,2011-12-12,3,time,50,2011,201112,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100211572,21243faff18bdd4168d46c68e67e6d512d80e2aba15e0d85f68d36f51e655e48,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),990254,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/treasury,1269,Treasury,treasury,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-central-list-receipts,1009,NNDR Central List Receipts,nndr-central-list-receipts,expense_type,Yes,(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/6eb892a282797ddde07c9d006486373d9ddb2f5e,6eb892a282797ddde07c9d006486373d9ddb2f5e,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,XLS,https://openspending.org/ukgov-25k-spending/source/12a863bf-3856-45b0-9d82-fe66375103c1,251,(Empty),12a863bf-3856-45b0-9d82-fe66375103c1,source,http://www.communities.gov.uk/documents/corporate/xls/1903917.xls,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-spending-data,54,Communities and Local Government group spending data,communities-and-local-government-group-spending-data,source_dataset,(Empty),(Empty),10,https://openspending.org/ukgov-25k-spending/time/2011-03-10,189,10. March 2011,3,2011-03-10,0,time,10,2011,201103,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100200826,3e806e3bb1aa3bd7c985fc1f95d8595d0e059477f9103e450434902623c43105,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),2026267752,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,NNDR Billing Authority Receipts June 2012,(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/localism,1271,Localism,localism,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-billing-authorities-receipts,999,NNDR Billing Authorities Receipts,nndr-billing-authorities-receipts,expense_type,Yes,(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/6dc39726aaa00bd6efa23a5aafa055bb50c43c09,6dc39726aaa00bd6efa23a5aafa055bb50c43c09,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/67ce323b-30d4-4c9f-b1be-1cad909c8955,299,(Empty),67ce323b-30d4-4c9f-b1be-1cad909c8955,source,http://www.communities.gov.uk/documents/corporate/xls/2189678.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-spending-data,54,Communities and Local Government group spending data,communities-and-local-government-group-spending-data,source_dataset,(Empty),(Empty),14,https://openspending.org/ukgov-25k-spending/time/2012-06-14,563,14. June 2012,6,2012-06-14,1,time,24,2012,201206,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100218587,b8272402aa8144b0d49ce8509442461a633d0896d7bd4317efc89890bbb1887f,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
(Empty),https://openspending.org/ukgov-25k-spending/account/empty,1,(Empty),empty,account,(Empty),122636443,(Empty),(Empty),(Empty),(None),,spending,GBP,2011,"Consolidated spending reports for all UK departmental spending above GBP 25,000 as released on a monthly basis. Data is available [here](http://ckan.net/package/ukgov-25k-spending), more information on the [Number 10 Transparency](http://transparency.number10.gov.uk/money.php) site",https://openspending.org/ukgov-25k-spending,UK Departmental Spending,ukgov-25k-spending,2011-12-07,"{{from.label}}, {{expense_area.label}}",{{to.label}} - {{expense_type.label}},2011-12-09T11:53:06.332389,2014-02-21T20:38:05.198479,https://openspending.org/ukgov-25k-spending/department_family/department-of-communities-local-government,8,Department of Communities & Local Government,department-of-communities-local-government,Communities & Local Government,department_family,(Empty),(Empty),(Empty),(Empty),(Empty),https://openspending.org/ukgov-25k-spending/expense_area/nndr-payover-non-rfr,1101,NNDR PAYOVER (NON RfR),nndr-payover-non-rfr,expense_area,https://openspending.org/ukgov-25k-spending/expense_type/nndr-central-list-receipts,1009,NNDR Central List Receipts,nndr-central-list-receipts,expense_type,(Empty),(Empty),,(Empty),https://openspending.org/ukgov-25k-spending/from/dclg,25,DCLG,dclg,from,https://openspending.org/ukgov-25k-spending/entries/75055ccf4715603247e3c7d35bff87954a679f21,75055ccf4715603247e3c7d35bff87954a679f21,,(Empty),,https://openspending.org/ukgov-25k-spending/programme/empty,1,(Empty),empty,programme,(Empty),https://openspending.org/ukgov-25k-spending/publisher/department-for-communities-and-local-government,20,Department for Communities and Local Government,department-for-communities-and-local-government,publisher,(Empty),https://openspending.org/ukgov-25k-spending/sector/empty,1,(Empty),empty,sector,CSV,https://openspending.org/ukgov-25k-spending/source/bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,236,(Empty),bbaf490e-e9e3-42d0-a27e-fe05f5bafda8,source,http://www.communities.gov.uk/documents/corporate/xls/1728510.csv,https://openspending.org/ukgov-25k-spending/source_dataset/communities-and-local-government-group-historic-spending-data,53,Communities and Local Government group historic spending data,communities-and-local-government-group-historic-spending-data,source_dataset,(Empty),(Empty),10,https://openspending.org/ukgov-25k-spending/time/2009-07-10,918,10. July 2009,7,2009-07-10,1,time,27,2009,200907,https://openspending.org/ukgov-25k-spending/to/office-of-the-paymaster-general-nn,2863,OFFICE OF THE PAYMASTER GENERAL (NN,office-of-the-paymaster-general-nn,(Empty),OFFICE OF THE PAYMASTER GENERAL (NN,(Empty),to,(Empty),(Empty),(Empty),2100172918,c51db035926039308e13fe0748a5f4341c7ef8ae9ee7bae4f1b22aa91fe1240c,https://openspending.org/ukgov-25k-spending/vendor/empty,1,(Empty),empty,vendor
