name,lines,type,latitude,longitude
161 ST-YANKEE,BD4,IND,40.827888,-73.925736
161 ST-YANKEE,BD4,IND,40.827888,-73.925736
161 ST-YANKEE,BD4,IND,40.827888,-73.925736
161 ST-YANKEE,BD4,IRT,40.827888,-73.925736
161 ST-YANKEE,4BD,IRT,40.827888,-73.925736
161 ST-YANKEE,4BD,IRT,40.827888,-73.925736
DYCKMAN ST,1,IRT,40.860523,-73.925575
BROADWAY-31 ST,NQ,BMT,40.761959,-73.925382
40 ST-LOWERY ST,7,IRT,40.743778,-73.923998
JEFFERSON ST,L,BMT,40.706636,-73.922925
SUTTER AVE,3,IRT,40.664591,-73.922668
GATES AVE,JZ,BMT,40.689652,-73.922281
GRAND-30 AVE,NQ,BMT,40.766843,-73.921423
167 ST,4,IRT,40.835535,-73.92138
RALPH AVE,C,IND,40.678815,-73.920801
STEINWAY ST,MR,IND,40.756864,-73.920736
STEINWAY ST,MR,IND,40.756864,-73.920736
INWOOD-207 ST,A,IND,40.868045,-73.919921
INWOOD-207 ST,A,IND,40.868045,-73.919921
KNICKERBOCKER,M,BMT,40.698666,-73.919685
BROOK AVE,6,IRT,40.808044,-73.919234
BROOK AVE,6,IRT,40.808044,-73.919234
207 ST,1,IRT,40.864653,-73.918719
DEKALB AVE,L,BMT,40.703839,-73.91844
167 ST,BD,IND,40.833773,-73.91843
167 ST,BD,IND,40.833773,-73.91843
46 ST-BLISS ST,7,IRT,40.743079,-73.918419
46 ST-BLISS ST,7,IRT,40.743079,-73.918419
170 ST,4,IRT,40.840048,-73.917775
149 ST-3 AVE,25,IRT,40.816132,-73.917754
149 ST-3 AVE,25,IRT,40.816132,-73.917754
HOYT ST-ASTORIA,NQ,BMT,40.770426,-73.917614
HALSEY ST,J,BMT,40.68617,-73.916337
SARATOGA AVE,3,IRT,40.661466,-73.916316
215 ST,1,IRT,40.869359,-73.915329
MT EDEN AVE,4,IRT,40.844406,-73.914621
CYPRESS AVE,6,IRT,40.805737,-73.914471
CYPRESS AVE,6,IRT,40.805737,-73.914471
170 ST,BD,IND,40.839301,-73.913355
170 ST,BD,IND,40.839301,-73.913355
46 ST,MR,IND,40.756312,-73.913333
46 ST,MR,IND,40.756312,-73.913333
46 ST,MR,IND,40.756312,-73.913333
176 ST,4,IRT,40.848635,-73.912497
52 ST-LINCOLN,7,IRT,40.744103,-73.912497
DITMARS BL-31 S,NQ,BMT,40.774984,-73.912067
ROCKAWAY AVE,C,IND,40.67836,-73.911939
ROCKAWAY AVE,C,IND,40.67836,-73.911939
MYRTLE AVE,LM,BMT,40.699707,-73.91181
MYRTLE AVE,LM,BMT,40.699707,-73.91181
CHAUNCEY ST,JZ,BMT,40.682867,-73.91048
MARBLE HILL-225,1,IRT,40.874551,-73.909879
ROCKAWAY AVE,3,IRT,40.662541,-73.908763
JACKSON AVE,25,IRT,40.816505,-73.907797
SENECA AVE,M,BMT,40.702798,-73.907776
BURNSIDE AVE,4,IRT,40.85339,-73.907733
E 143 ST,6,IRT,40.808742,-73.90769
E 143 ST,6,IRT,40.808742,-73.90769
NORTHERN BLVD,MR,IND,40.752898,-73.905973
NORTHERN BLVD,MR,IND,40.752898,-73.905973
BUSHWICK AVE,L,BMT,40.682558,-73.905501
TREMONT AVE,BD,IND,40.850307,-73.905244
TREMONT AVE,BD,IND,40.850307,-73.905244
231 ST,1,IRT,40.878867,-73.904858
BROADWAY-ENY,ACJLZ,IND,40.678848,-73.904139
E 149 ST,6,IRT,40.812104,-73.904085
E 149 ST,6,IRT,40.812104,-73.904085
HALSEY ST,L,BMT,40.695607,-73.904021
HALSEY ST,L,BMT,40.695607,-73.904021
WILSON AVE,L,BMT,40.688676,-73.903999
183 ST,4,IRT,40.858389,-73.903828
FOREST AVE,M,BMT,40.704424,-73.903077
61 ST/WOODSIDE,7,IRT,40.745623,-73.902969
ATLANTIC AVE,L,BMT,40.675496,-73.902819
JUNIUS ST,3,IRT,40.663419,-73.902454
SUTTER AVE,L,BMT,40.669376,-73.902047
ROCKAWAY PKY,L,BMT,40.64666,-73.901832
PROSPECT AVE,25,IRT,40.819396,-73.901467
PROSPECT AVE,25,IRT,40.819396,-73.901467
FORDHAM ROAD,4,IRT,40.862941,-73.901199
FORDHAM ROAD,BD,IND,40.862803,-73.901034
FORDHAM ROAD,BD,IND,40.862803,-73.901034
238 ST,1,IRT,40.884821,-73.900759
182-183 ST,BD,IND,40.856085,-73.900695
LIVONIA AVE,L,BMT,40.663801,-73.900444
EAST 105 ST,L,BMT,40.650625,-73.899558
NEW LOTS AVE,L,BMT,40.658748,-73.899472
ALABAMA AVE,J,BMT,40.677107,-73.898871
242 ST,1,IRT,40.889185,-73.898549
65 ST,MR,IND,40.749663,-73.898485
KINGSBRIDGE RD,4,IRT,40.867899,-73.897326
INTERVALE-163,25,IRT,40.822172,-73.896747
LIBERTY AVE,C,IND,40.674552,-73.896554
69 ST-FISK AVE,7,IRT,40.746325,-73.896403
LONGWOOD AVE,6,IRT,40.816083,-73.89606
LONGWOOD AVE,6,IRT,40.816083,-73.89606
FRESH POND ROAD,M,BMT,40.706181,-73.89591
PENNSYLVANIA AV,3,IRT,40.664884,-73.894258
KINGSBRIDGE RD,BD,IND,40.866974,-73.893485
KINGSBRIDGE RD,BD,IND,40.866974,-73.893485
SIMPSON ST,25,IRT,40.82417,-73.893228
SIMPSON ST,25,IRT,40.82417,-73.893228
FREEMAN ST,25,IRT,40.829966,-73.891876
FREEMAN ST,25,IRT,40.829966,-73.891876
VAN SICLEN AVE,JZ,BMT,40.678018,-73.891726
ROOSEVELT AVE,EFMR7,IND,40.746655,-73.891361
ROOSEVELT AVE,EFMR7,IND,40.746655,-73.891361
74 ST-BROADWAY,EFMR7,IRT,40.746655,-73.891361
HUNTS POINT AVE,6,IRT,40.820889,-73.890567
VAN SICLEN AVE,C,IND,40.672786,-73.890438
BEDFORD PARK BL,4,IRT,40.873399,-73.890084
METROPOLITAN AV,M,BMT,40.711353,-73.88958
VAN SICLEN AVE,3,IRT,40.665405,-73.889451
174 ST,25,IRT,40.837382,-73.887659
174 ST,25,IRT,40.837382,-73.887659
BEDFORD PARK BL,BD,IND,40.873026,-73.886919
BEDFORD PARK BL,BD,IND,40.873026,-73.886919
WHITLOCK AVE,6,IRT,40.826508,-73.886425
CLEVELAND ST,J,BMT,40.679938,-73.884687
MOSHOLU PARKWAY,4,IRT,40.87963,-73.884666
NEW LOTS AVE,3,IRT,40.666252,-73.884087
82 ST-JACKSON H,7,IRT,40.747647,-73.883786
ELMHURST AVE,MR,IND,40.742445,-73.882005
SHEPHERD AVE,C,IND,40.674161,-73.880761
NORWOOD AVE,JZ,BMT,40.681598,-73.880074
E TREMONT AVE,25,IRT,40.840097,-73.879774
E TREMONT AVE,25,IRT,40.840097,-73.879774
ELDER AVE,6,IRT,40.828894,-73.879559
NORWOOD-205 ST,D,IND,40.874827,-73.878872
NORWOOD-205 ST,D,IND,40.874827,-73.878872
WOODLAWN ROAD,4,IRT,40.885973,-73.878851
GRAND AV-NEWTON,MR,IND,40.736998,-73.877242
90 ST-ELMHURST,7,IRT,40.748541,-73.876791
MORRISON AVE,6,IRT,40.829495,-73.874559
CRESCENT ST,JZ,BMT,40.683209,-73.873765
E 180 ST,25,IRT,40.841882,-73.873551
CYPRESS HILLS,J,BMT,40.689945,-73.872564
EUCLID AVE,AC,IND,40.675382,-73.87207
LGA AIRPORT CTB,7,IRT,40.774702,-73.871189
JUNCTION BLVD,7,IRT,40.749143,-73.869452
WOODHAVEN BLVD,MR,IND,40.73308,-73.869259
WOODHAVEN BLVD,MR,IND,40.73308,-73.869259
BRONX PARK EAST,25,IRT,40.848797,-73.868465
ST LAWRENCE AVE,6,IRT,40.8315,-73.867623
PELHAM PARKWAY,25,IRT,40.857188,-73.867607
PELHAM PARKWAY,25,IRT,40.857188,-73.867607
ALLERTON AVE,25,IRT,40.865481,-73.867393
ELDERTS LANE,JZ,BMT,40.69132,-73.867135
BURKE AVE,25,IRT,40.871387,-73.867135
GUN HILL ROAD,5,IRT,40.877796,-73.866341
GUN HILL ROAD,25,IRT,40.877796,-73.866255
GRANT AVE,A,IND,40.677107,-73.865376
219 ST,25,IRT,40.883767,-73.862736
103 ST-CORONA,7,IRT,40.749858,-73.862672
63 DR-REGO PARK,MR,IND,40.729869,-73.86161
63 DR-REGO PARK,MR,IND,40.729869,-73.86161
MORRIS PARK,5,IRT,40.854137,-73.860977
E 177 ST-PARKCH,6,IRT,40.833246,-73.860805
225 ST,25,IRT,40.887887,-73.860505
FOREST PARKWAY,J,BMT,40.692304,-73.860151
HUDSON-80 ST,A,IND,40.679369,-73.85896
HUDSON-80 ST,A,IND,40.679369,-73.85896
233 ST,25,IRT,40.893386,-73.857265
PELHAM PARKWAY,5,IRT,40.858973,-73.855355
111 ST,7,IRT,40.75176,-73.855183
NEREID AVE,25,IRT,40.898382,-73.854389
67 AVE,MR,IND,40.726462,-73.85263
67 AVE,MR,IND,40.726462,-73.85263
WOODHAVEN BLVD,JZ,BMT,40.693866,-73.851568
WOODHAVEN BLVD,JZ,BMT,40.693866,-73.851568
BOYD-88 ST,A,IND,40.679857,-73.851492
CASTLE HILL AVE,6,IRT,40.834255,-73.851222
WAKEFIELD-241,2,IRT,40.903085,-73.850591
ZEREGA AVE,6,IRT,40.83646,-73.846471
METS-WILLETS PT,7,IRT,40.754622,-73.845625
METS-WILLETS PT,7,IRT,40.754622,-73.845625
METS-WILLETS PT,7,IRT,40.754622,-73.845625
FOREST HILLS-71,EFMR,IND,40.721681,-73.84439
FOREST HILLS-71,EFMR,IND,40.721681,-73.84439
FOREST HILLS-71,EFMR,IND,40.721681,-73.84439
104 ST,JZ,BMT,40.695184,-73.844326
ROCKAWAY BLVD,A,IND,40.680429,-73.843853
ROCKAWAY BLVD,A,IND,40.680429,-73.843853
WESTCHESTER SQ,6,IRT,40.839892,-73.842952
BAYCHESTER AVE,5,IRT,40.878656,-73.838596
OXFORD-104 ST,A,IND,40.681745,-73.837631
ROCKAWAY PK 116,AS,IND,40.580454,-73.837459
75 AVE,EF,IND,40.718477,-73.837223
MIDDLETOWN ROAD,6,IRT,40.843635,-73.836687
111 ST,J,BMT,40.697405,-73.836354
AQUEDUCT-N CNDT,A,IND,40.668234,-73.834058
AQUEDUCT TRACK,A,IND,40.668221,-73.834026
BUHRE AVE,6,IRT,40.846817,-73.832545
GREENWOOD-111,A,IND,40.684364,-73.832181
GREENWOOD-111,A,IND,40.684364,-73.832181
UNION TPK-KEW G,EF,IND,40.714444,-73.830979
UNION TPK-KEW G,EF,IND,40.714444,-73.830979
DYRE AVE,5,IRT,40.888244,-73.83085
HOWARD BCH-JFK,A,IND,40.660476,-73.830301
HOWARD BCH-JFK,A,IND,40.660476,-73.830301
JFK HOWARD BCH,A,IND,40.660476,-73.830301
JFK HOWARD BCH,A,IND,40.660476,-73.830301
MAIN ST,7,IRT,40.759578,-73.830056
MAIN ST,7,IRT,40.759578,-73.830056
121 ST,JZ,BMT,40.700536,-73.828382
PELHAM BAY PARK,6,IRT,40.852465,-73.828125
ORCHARD BEACH,6,IND,40.852417,-73.828082
BEACH 105 ST,AS,IND,40.583542,-73.82643
LEFFERTS BLVD,A,IND,40.685975,-73.824713
VAN WYCK BLVD,EF,IND,40.709174,-73.820593
BEACH 98 ST,AS,IND,40.585514,-73.820143
JAMAICA-VAN WYC,E,IND,40.702566,-73.816859
BROAD CHANNEL,AS,IND,40.608693,-73.816068
BEACH 90 ST,AS,IND,40.588032,-73.813684
SUTPHIN BLVD,F,IND,40.705416,-73.810562
SUTPHIN BLVD,F,IND,40.705416,-73.810562
SUTPHIN BLVD,EJZ,IND,40.700488,-73.807933
PARSONS BLVD,F,IND,40.707564,-73.803326
PARSONS BLVD,F,IND,40.707564,-73.803326
JAMAICA CENTER,EJZ,IND,40.702131,-73.80111
JAMAICA CENTER,EJZ,IND,40.702131,-73.80111
BEACH 67 ST,A,IND,40.590867,-73.797011
169 ST,F,IND,40.710459,-73.7936
169 ST,F,IND,40.710459,-73.7936
BEACH 60 ST,A,IND,40.592334,-73.788493
JAMAICA-179 ST,F,IND,40.712622,-73.783815
JAMAICA-179 ST,F,IND,40.712622,-73.783815
JFK JAMAICA CT1,E,IND,40.643942,-73.782356
JFK JAMAICA CT2,E,IND,40.643942,-73.782356
BEACH 44 ST,A,IND,40.593214,-73.776433
BEACH 36 ST,A,IND,40.595381,-73.768194
BEACH 25 ST,A,IND,40.600138,-73.76152
FAR ROCKAWAY,A,IND,40.603983,-73.755383
174-175 ST,BD,IND,40.845892,-73.910136
174-175 ST,BD,IND,40.845892,-73.910136
WHITEHALL ST,R1,BMT,40.703082,-74.012983
WHITEHALL ST,R1,BMT,40.703082,-74.012983
SOUTH FERRY,R1,IRT,40.703082,-74.012983
